"","id","score","H_-5","tau_-5","alpha_-5","R2_-5","f_alpha_-5","H_-4","tau_-4","alpha_-4","R2_-4","f_alpha_-4","H_-3","tau_-3","alpha_-3","R2_-3","f_alpha_-3","H_-2","tau_-2","alpha_-2","R2_-2","f_alpha_-2","H_-1","tau_-1","alpha_-1","R2_-1","f_alpha_-1","H_0","tau_0","alpha_0","R2_0","f_alpha_0","H_1","tau_1","alpha_1","R2_1","f_alpha_1","H_2","tau_2","alpha_2","R2_2","f_alpha_2","H_3","tau_3","alpha_3","R2_3","f_alpha_3","H_4","tau_4","alpha_4","R2_4","f_alpha_4","H_5","tau_5","R2_5","Hmax","Hmin","alphamax","alphamin"
"1","001519c8",3.5,1.63282143423978,-9.16410717119891,1.88037535654785,0.890223061923806,-0.237769611540358,1.57093295366276,-7.28373181465106,1.85825275615515,0.893197876941583,-0.149279209969548,1.4751596861653,-5.42547905849591,1.78181942409799,0.901272337190977,0.0800207862019322,1.32182981719896,-3.64365963439792,1.54777767452939,0.922211660226484,0.548104285339144,1.09588195986853,-2.09588195986853,1.09588195986853,0.951479635945723,1,0.819406662745324,-1,0.510129583361865,0.959166741138479,1,0.510129583361865,-0.489870416638135,-0.0766400723249656,0.87439646467929,0.41323034431317,0.21674475551845,-0.566510488963101,-0.428099050665948,0.319426111619418,-0.289687612368796,0.00179682012365029,-0.994609539629049,-0.536680043108734,1.61603139607379e-05,-0.615430589697151,-0.132822395684446,-1.53128958273778,-0.554913755009351,0.0578860710186569,-0.68836543729962,-0.217240667549427,-2.08620333774713,0.119128400671953,1.63282143423978,-0.217240667549427,1.88037535654785,-0.554913755009351
"2","0022f953",3.5,3.01755410855464,-16.0877705427732,3.32079814517663,0.770654823811531,-0.51622018310994,2.94174309939915,-12.7669723975966,3.34641414388397,0.76929326487559,-0.618684177939306,2.80685275123754,-9.42055825371262,3.37790048910142,0.768815642428728,-0.713143213591632,2.5213288823056,-6.0426577646112,3.20464680675177,0.774749158889353,-0.366635848892335,1.83801095785943,-2.83801095785943,1.83801095785943,0.856174213701299,1,1.22586590118821,-1,0.892053444967601,0.990549374809894,1,0.892053444967601,-0.107946555032399,0.503441929329423,0.927839531876218,0.611388484361822,0.697747687148512,0.395495374297025,0.400469322953564,0.75135830003248,0.405443271610104,0.59865489908353,0.795964697250589,0.354483631615329,0.620922946475072,0.267486197595398,0.537612082216479,1.15044832886592,0.338908956510923,0.542427962754921,0.205187497177774,0.497871457075368,1.48935728537684,0.492860218793471,3.01755410855464,0.497871457075368,3.37790048910142,0.338908956510923
"3","0042269b",6,1.52398003600477,-8.61990018002383,1.58778264598412,0.925458136584472,0.68098695010325,1.50802938350993,-7.03211753403972,1.54711071480523,0.929821452876445,0.843674674818779,1.49500227307816,-5.48500681923448,1.5021927334205,0.93879398768799,0.978428618972983,1.49140704290699,-3.98281408581398,1.49869986597673,0.956258667975601,0.985414353860522,1.48411421983725,-2.48411421983725,1.48411421983725,0.981425145752934,1,1.3054478486358,-1,0.800710390702156,0.990840395393149,1,0.800710390702156,-0.199289609297844,0.144019194935269,0.973613110936582,0.343308804233113,0.472364792818712,-0.0552704143625752,0.0200718181157316,0.934300208133117,0.0954140505940383,0.321600467917719,-0.0351985962468436,-0.00438231458373728,0.869901859266693,0.0220516524956318,0.240104772292355,-0.0395809108305809,-0.0147890178940275,0.791965097472339,-0.0195751607455292,0.189126014255078,-0.0543699287246084,0.709665790165583,1.52398003600477,0.189126014255078,1.58778264598412,-0.0147890178940275
"4","0059420b",2,1.04360023493097,-6.21800117465484,1.13208360895946,0.895547102025393,0.557583129857543,1.02147939142384,-5.08591756569538,1.08714442877542,0.90153586482696,0.737339850593697,0.999591045639986,-3.99877313691996,1.04106479579405,0.911261420704878,0.875578749537818,0.978854170562955,-2.95770834112591,1.00849807912522,0.926826162159785,0.940712182875474,0.949210262000692,-1.94921026200069,0.949210262000692,0.948606320972753,1,0.879367544777742,-1,0.721684451776275,0.968676578017805,1,0.721684451776275,-0.278315548223725,0.325673304604086,0.974896497031577,0.603988852827811,0.52367887819018,0.0473577563803604,0.152208740206116,0.881399846370362,0.257059724031872,0.399855498862159,0.199566496586477,0.114249492547926,0.720210985581273,0.1431819810573,0.328453997283601,0.313815989134402,0.100027867504392,0.592356637365796,0.0862954808831657,0.282768771327759,0.413843856638794,0.499173465692742,1.04360023493097,0.282768771327759,1.13208360895946,0.100027867504392
"5","0075873a",4,4.0208736648901,-21.1043683244505,4.24637998372497,0.803857006320133,-0.127531594174314,3.96449708518139,-16.8579883407256,4.29320792705813,0.802498940268701,-0.314843367506953,3.85492680455581,-12.5647804136674,4.39031355957132,0.800689305023402,-0.606160265046526,3.58723342704805,-8.17446685409611,4.48300945274582,0.798384818972777,-0.791552051395534,2.69145740135029,-3.69145740135029,2.69145740135029,0.811505075199336,1,1.21555030602332,-1,0.736903840951189,0.979402357617892,1,0.736903840951189,-0.263096159048811,0.272788343190377,0.983992620072476,0.535884502239188,0.504846092070783,0.00969218414156647,0.152599725124687,0.956249923645156,0.295507266107807,0.387430636422084,0.162291909266253,0.122726012265523,0.90420790685018,0.205886127530316,0.321254480382944,0.285017921531776,0.110315846833286,0.843956340491033,0.156245465801368,0.279066753673012,0.395333768365062,0.78403007729284,4.0208736648901,0.279066753673012,4.48300945274582,0.110315846833286
"6","0081af50",2,1.09782109071006,-6.48910545355031,1.17120627424393,0.958994363952911,0.633074082330658,1.07947479482659,-5.31789917930638,1.14291355829422,0.961781760044225,0.746244946129486,1.05832854033738,-4.17498562101215,1.10070261184434,0.965883757325961,0.872877785479146,1.03714150458391,-3.07428300916782,1.04057330088987,0.971634344986153,0.993136407388083,1.03370970827795,-2.03370970827795,1.03370970827795,0.979868688719984,1,1.11791632757249,-1,0.879696167271773,0.991847641028119,1,0.879696167271773,-0.120303832728227,0.224009642454249,0.976230703560025,0.344313475182476,0.551852904863011,0.103705809726022,0.0715421697038152,0.923872156385475,0.039378529681608,0.391749326476613,0.175247979429838,0.0256091764294764,0.839308313454294,-0.0984204501414085,0.300214288964828,0.200857155859314,0.00942740812135567,0.727780656114512,-0.163147523373891,0.242056912796134,0.21028456398067,0.608541566473912,1.11791632757249,0.242056912796134,1.17120627424393,0.00942740812135567
"7","0093f095",4.5,1.25568608590573,-7.27843042952864,1.26616313712636,0.940324079239238,0.947614743896854,1.25306682310057,-6.01226729240228,1.25137884698127,0.946891170014435,1.0067519044772,1.253629481807,-4.76088844542101,1.23593612379238,0.955818871600497,1.05308007404388,1.26247616081432,-3.52495232162863,1.24186230943728,0.966768197380136,1.04122770275408,1.28309001219135,-2.28309001219135,1.28309001219135,0.978390974189787,1,1.2443697876509,-1,0.956613614528332,0.972279447495287,1,0.956613614528332,-0.0433863854716682,0.206513715104074,0.522729321919594,0.249900100575742,0.581563664816203,0.163127329632406,0.0155166575028969,0.138071184185442,-0.132094014626612,0.392881329045101,0.178643987135303,0.0161967142970958,0.0548259124862053,-0.130053844244016,0.2987101753581,0.194840701432399,0.0301795521714774,0.0299894935927445,-0.0741224927464892,0.245004050720775,0.225020253603876,0.0196773176727414,1.28309001219135,0.245004050720775,1.28309001219135,0.0155166575028969
"8","009e23ab",4,1.16615441070038,-6.83077205350191,1.26004559827027,0.581542528475249,0.530544062150547,1.14268161380791,-5.57072645523164,1.24104495070417,0.593072578695074,0.606546652414956,1.10989383484249,-4.32968150452747,1.23046302235014,0.622909021573963,0.638292437477046,1.04960924108866,-3.09921848217733,1.18301977813428,0.706206358320608,0.733178925908771,0.916198704043049,-1.91619870404305,0.916198704043049,0.918316063584874,1,0.875334955577621,-1,0.677744255289042,0.97325478859726,1,0.677744255289042,-0.322255744710958,0.250602997913712,0.737056050522245,0.57285874262467,0.464173626601377,-0.0716527467972455,0.188185163421203,0.500705106197921,0.448023073639651,0.372177472207986,0.116532416623957,0.16349922095028,0.39472587870806,0.373965246226883,0.320007909393559,0.280031637574238,0.150952300353929,0.323403449701164,0.32377756384148,0.286196787585633,0.430983937928167,0.273312792990691,1.16615441070038,0.286196787585633,1.26004559827027,0.150952300353929
"9","00e048f1",3.5,1.3189817701194,-7.59490885059701,1.43371758541565,0.928873973692841,0.426320923518753,1.29029781629534,-6.16119126518136,1.42021341200562,0.938420871866012,0.480337617158871,1.24699261772524,-4.74097785317573,1.38187884770049,0.950808447194894,0.595341310074263,1.17954950273762,-3.35909900547524,1.28102167121835,0.964208396438225,0.797055663038538,1.07807733425689,-2.07807733425689,1.07807733425689,0.974084210616972,1,0.928338928200132,-1,0.702158381846733,0.968741278869924,1,0.702158381846733,-0.297841618153267,0.305052829601583,0.88401596987948,0.60289444775485,0.503605605724158,0.00721121144831538,0.187642800950642,0.736784450791377,0.368074390452968,0.398284670799652,0.194854012398957,0.176718140854907,0.626909669525847,0.335300410165765,0.342893038313466,0.371572153253865,0.178669167605515,0.549295746982761,0.343104517168196,0.310048264171876,0.55024132085938,0.492671391885516,1.3189817701194,0.310048264171876,1.43371758541565,0.176718140854907
"10","00e1f05a",4.5,1.71756588561469,-9.58782942807347,1.91151401224232,0.756998933827921,0.0302593668618591,1.66907885395779,-7.67631541583114,1.90425136953981,0.76220891764044,0.0593099376719017,1.59068801543044,-5.77206404629133,1.88774847531854,0.775563980545691,0.108818620335705,1.4421577854864,-3.88431557097279,1.76369225439483,0.816352889972643,0.356931062183132,1.12062331657796,-2.12062331657796,1.12062331657796,0.946931470988583,1,0.903120983660112,-1,0.735951612574299,0.99293117488352,1,0.735951612574299,-0.264048387425701,0.373674901883733,0.993948218042581,0.637723289309434,0.554813257229016,0.109626514458031,0.190633483386746,0.989743868285672,0.271640452315461,0.433419999281592,0.300259997844777,0.139190614946503,0.973840562655284,0.117311846994733,0.35986265319782,0.439450612791281,0.123145828407729,0.946685429323976,0.0531327008396358,0.312519288239802,0.56259644119901,0.915066950730813,1.71756588561469,0.312519288239802,1.91151401224232,0.123145828407729
