"","id","score","H_-5","tau_-5","alpha_-5","R2_-5","f_alpha_-5","H_-4","tau_-4","alpha_-4","R2_-4","f_alpha_-4","H_-3","tau_-3","alpha_-3","R2_-3","f_alpha_-3","H_-2","tau_-2","alpha_-2","R2_-2","f_alpha_-2","H_-1","tau_-1","alpha_-1","R2_-1","f_alpha_-1","H_0","tau_0","alpha_0","R2_0","f_alpha_0","H_1","tau_1","alpha_1","R2_1","f_alpha_1","H_2","tau_2","alpha_2","R2_2","f_alpha_2","H_3","tau_3","alpha_3","R2_3","f_alpha_3","H_4","tau_4","alpha_4","R2_4","f_alpha_4","H_5","tau_5","R2_5","Hmax","Hmin","alphamax","alphamin"
"1","001519c8",3.5,1.38456449205559,-7.92282246027797,1.51351545677827,0.897551601170072,0.35524517638661,1.35232675087492,-6.4093070034997,1.46073148619382,0.908194363622987,0.566381058724431,1.31619183910196,-4.94857551730588,1.39449753975381,0.930466765489626,0.765082898044452,1.27703898877604,-3.55407797755207,1.34365346931102,0.968729638182204,0.866771038930039,1.21042450824106,-2.21042450824106,1.21042450824106,0.996914290733784,1,1.02474840920431,-1,0.682647663746297,0.991625583471508,1,0.682647663746297,-0.317352336253703,0.0165187575827624,0.972843425561122,0.333871093836466,0.34958321066453,-0.300833578670941,-0.239238012922194,0.814475685257011,-0.177642447173447,0.153309469468955,-0.540071591593134,-0.259781335550832,0.29904838844271,-0.239272415059361,0.0500367682140085,-0.799852927143966,-0.250402339429856,0.0313042678918318,-0.201756430575459,-0.0100510533147644,-1.05025526657382,0.00110053099676007,1.38456449205559,-0.0100510533147644,1.51351545677827,-0.259781335550832
"2","0022f953",3.5,2.52855186517486,-13.6427593258743,2.71274819680201,0.776306327035768,0.0790183418642414,2.48250278226807,-10.9300111290723,2.73619509355212,0.778667777219034,-0.0147692451361934,2.39793867850672,-8.19381603552016,2.78267891624855,0.786068842126024,-0.154220713225477,2.20556855963581,-5.41113711927162,2.68946637108635,0.809866235349659,0.0322043770989247,1.72167074818527,-2.72167074818527,1.72167074818527,0.911333068222822,1,1.25141579598948,-1,0.871835651962878,0.995619938389576,1,0.871835651962878,-0.128164348037122,0.37075349151015,0.984203778001464,0.498917839547272,0.621294571736514,0.242589143473028,0.287822571741279,0.942999927281545,0.33305600000953,0.510137238404769,0.530411715214306,0.258038958951227,0.909488739353643,0.243705161639375,0.447112668541383,0.788450674165533,0.242016120466063,0.893822324061881,0.179613807698719,0.406093358926319,1.0304667946316,0.884117381564015,2.52855186517486,0.406093358926319,2.78267891624855,0.242016120466063
"3","0042269b",6,2.61715547560248,-14.0857773780124,2.90441537464269,0.899714252761228,-0.436299495201032,2.54534050084243,-11.1813620033697,2.92320181592403,0.902036301094482,-0.511445260326402,2.41938672914856,-8.25816018744569,2.95063779448715,0.90981342104446,-0.593753196015779,2.15376119647927,-5.30752239295853,2.68489306838566,0.934500628270386,-0.0622637438127809,1.62262932457288,-2.62262932457288,1.62262932457288,0.988778745639189,1,1.43218366149415,-1,0.95529603873697,0.99669139419824,1,0.95529603873697,-0.0447039612630301,0.187189938273964,0.990099031313845,0.231893899536994,0.571242988505467,0.142485977010934,0.106582193510253,0.968607630233813,0.0706784100095721,0.416356056840396,0.249068170521187,0.0923884174601801,0.946569856459594,0.0280970818593531,0.335364146995342,0.341456587981367,0.0803386431556348,0.929941971959011,-0.0201020153588283,0.2843590462274,0.421795231137002,0.916653366636313,2.61715547560248,0.2843590462274,2.95063779448715,0.0803386431556348
"4","0059420b",2,1.11891648829331,-6.59458244146654,1.26374380990841,0.976245768421843,0.275863391924508,1.08270965788953,-5.33083863155813,1.22655457714799,0.977429705144464,0.42462032296619,1.03476135147005,-4.10428405441015,1.14441043981197,0.979902333295011,0.671052734974232,0.979936807299087,-2.95987361459817,1.02724520522624,0.98374782403864,0.905383204145688,0.932628409371932,-1.93262840937193,0.932628409371932,0.98873532508289,1,0.884922319032382,-1,0.764445564328801,0.994192515034267,1,0.764445564328801,-0.235554435671199,0.283259566901409,0.995367734094225,0.518814002572608,0.523852565615105,0.0477051312302101,0.038938159526025,0.948557791267859,0.0301711878218398,0.362214430252078,0.0866432907562351,0.0182971708447119,0.860189363353531,-0.0317517782220993,0.276235115400237,0.104940461600947,0.0190833638844095,0.772115201324339,-0.0286070060633092,0.224804765097071,0.124023825485357,0.689973992320637,1.11891648829331,0.224804765097071,1.26374380990841,0.0182971708447119
"5","0075873a",4,2.82538631060957,-15.1269315530479,2.93882142858334,0.785629456351067,0.432824410131143,2.79702753111613,-12.1881101244645,2.93994357419128,0.786281779483828,0.428335827699382,2.74938885009108,-9.24816655027323,2.98307823402861,0.790636434510219,0.298931848187411,2.63254415812231,-6.26508831624462,3.08931912162318,0.806411834333956,0.0864500729982538,2.17576919462144,-3.17576919462144,2.17576919462144,0.885953126490893,1,1.3639566132574,-1,0.792323212307228,0.998308967100181,1,0.792323212307228,-0.207676787692772,0.127521033186469,0.989538127950382,0.335197820879241,0.459922122746849,-0.0801557545063024,-0.00872824149421725,0.969137052447567,0.0626992715178679,0.303705334666493,-0.0888839960005197,-0.0259301899863434,0.926551932253823,0.0110934260414893,0.221296453503284,-0.114814185986863,-0.0256269783625863,0.866061358628349,0.0123062725365178,0.17191176713011,-0.140441164349449,0.795793829836897,2.82538631060957,0.17191176713011,3.08931912162318,-0.0259301899863434
"6","0081af50",2,1.85335170898472,-10.2667585449236,2.03776490523163,0.734691497103164,0.0779340187654149,1.80724840992299,-8.22899363969195,2.04172422946346,0.744199704853956,0.0620967218380883,1.72908980340949,-6.18726941022848,2.05170605623833,0.765376668601376,0.0321512415134979,1.56778167699508,-4.13556335399015,1.92466697932751,0.821898809250319,0.286229395335138,1.21089637466265,-2.21089637466265,1.21089637466265,0.971131733725534,1,1.15349157928273,-1,0.947384302179663,0.994542405669723,1,0.947384302179663,-0.0526156978203369,0.262361592353744,0.996315719276822,0.314977290174081,0.604872947266703,0.209745894533407,0.161562910191595,0.967406607318022,0.113379925849784,0.457102934908334,0.371308804725002,0.140097179563865,0.910499707799275,0.0489827339665942,0.377851496072217,0.511405984288868,0.135103220561508,0.848792964902998,0.0290068979571649,0.329301840970075,0.646509204850376,0.791645491997907,1.85335170898472,0.329301840970075,2.05170605623833,0.135103220561508
"7","0093f095",4.5,2.78974797734384,-14.9487398867192,3.02408173940121,0.782985883164285,-0.171668810286896,2.73116453682949,-11.924658147318,3.04945286021978,0.787752900711828,-0.273153293561165,2.62506842903273,-8.87520528709818,3.09709046914687,0.797275921912156,-0.416066120342441,2.38905740897565,-5.77811481795131,3.07410790282154,0.821322576458703,-0.370100987691771,1.70400691512977,-2.70400691512977,1.70400691512977,0.918213219287264,1,1.19674522996487,-1,0.607344798507188,0.993836784913033,1,0.607344798507188,-0.392655201492812,-0.140405577033104,0.695885283706015,0.252249624459709,0.233469610737042,-0.533060778525916,-0.165215468577463,0.105983921462801,0.202629841370991,0.100574584298874,-0.698276247103379,-0.161030444241431,0.0161944583560161,0.215184914379085,0.0351733271637974,-0.85930669134481,-0.159683800103503,0.00180232942770275,0.220571490930796,-0.00379809828966272,-1.01899049144831,2.00247700154705e-05,2.78974797734384,-0.00379809828966272,3.09709046914687,-0.165215468577463
"8","009e23ab",4,2.10405936672984,-11.5202968336492,2.40177620911701,0.820489732971231,-0.488584211935812,2.02963015613305,-9.11852062453221,2.44869555381166,0.82476069611096,-0.676261590714407,1.88994169024019,-6.66982507072056,2.4789343877145,0.833034216607296,-0.766978092422935,1.59544534150303,-4.19089068300606,2.08685558688579,0.856410353034081,0.0171795092344897,1.10403509612028,-2.10403509612027,1.10403509612027,0.962544584007495,1,0.947528110881673,-1,0.850072086019664,0.992495854769719,1,0.850072086019664,-0.149927913980336,0.320525964486351,0.828310606847514,0.470453878466686,0.585299025253007,0.170598050506015,0.217469659742501,0.67968168779551,0.264341268978988,0.462689236749505,0.388067710248516,0.185375299140183,0.594715645026289,0.168058187172034,0.393360752347175,0.5734430093887,0.169405262742985,0.522257215321051,0.104178041583242,0.348569654426337,0.742848272131685,0.46328634591687,2.10405936672984,0.348569654426337,2.4789343877145,0.169405262742985
"9","00e048f1",3.5,1.40065243576013,-8.00326217880064,1.50629596012802,0.968812733887136,0.471782378160536,1.37424155466815,-6.49696621867262,1.48015090965523,0.971901887141977,0.5763625800517,1.33893843633913,-5.01681530901739,1.43964426397956,0.977227826251849,0.697882517078694,1.28858552251891,-3.57717104503782,1.36942191506242,0.984527973272605,0.838327214912978,1.2077491299754,-2.2077491299754,1.2077491299754,0.990821882903973,1,1.05755560654896,-1,0.71740891583383,0.995139022052748,1,0.71740891583383,-0.28259108416617,-0.0370772841141844,0.959908494489803,0.245513800051986,0.340165815859823,-0.319668368280354,-0.200407255158948,0.621948770317142,-0.0811461420375413,0.159974792186899,-0.520075623439302,-0.190980303904497,0.219752337882848,-0.0528652882741892,0.0722360181640501,-0.711055927343799,-0.183835009372645,0.0497412437927625,-0.0242841101467796,0.0210218126567112,-0.894890936716444,0.00418592212052267,1.40065243576013,0.0210218126567112,1.50629596012802,-0.200407255158948
"10","00e1f05a",4.5,2.9402538065199,-15.7012690325995,3.2580255381765,0.854119345485868,-0.588858658283019,2.86081087360575,-12.443243494423,3.28437609941182,0.860795228627532,-0.694260903224299,2.71962246500372,-9.15886739501117,3.32924005808018,0.874954365429971,-0.828852779229379,2.41481366846549,-5.82962733693099,3.13500880201841,0.910669024693801,-0.440390267105835,1.69461853491258,-2.69461853491258,1.69461853491258,0.984451130813701,1,1.14852861382399,-1,0.834551537812561,0.996413682282921,1,0.834551537812561,-0.165448462187439,0.261679817677628,0.996244167166316,0.427128279865067,0.548115677745095,0.0962313554901899,0.127617292708292,0.967506685761838,0.159003229926393,0.407949549399494,0.223848648198482,0.120799131056302,0.865413335423569,0.138548744970424,0.336161944813696,0.344647779254784,0.117341151497145,0.739228778254431,0.124716826733796,0.292397786150386,0.461988930751928,0.634450667916979,2.9402538065199,0.292397786150386,3.32924005808018,0.117341151497145
