"","id","score","H_-5","tau_-5","alpha_-5","R2_-5","f_alpha_-5","H_-4","tau_-4","alpha_-4","R2_-4","f_alpha_-4","H_-3","tau_-3","alpha_-3","R2_-3","f_alpha_-3","H_-2","tau_-2","alpha_-2","R2_-2","f_alpha_-2","H_-1","tau_-1","alpha_-1","R2_-1","f_alpha_-1","H_0","tau_0","alpha_0","R2_0","f_alpha_0","H_1","tau_1","alpha_1","R2_1","f_alpha_1","H_2","tau_2","alpha_2","R2_2","f_alpha_2","H_3","tau_3","alpha_3","R2_3","f_alpha_3","H_4","tau_4","alpha_4","R2_4","f_alpha_4","H_5","tau_5","R2_5","Hmax","Hmin","alphamax","alphamin","dH","dalpha","total_words"
"1","001519c8",3.5,1.57591653993346,-8.8795826996673,1.77705565499289,0.757120351496104,-0.0056955752971497,1.5256317611686,-7.10252704467441,1.77029770373261,0.766612270269443,0.0213362297439552,1.4440764469806,-5.33222934094179,1.71798299796345,0.787927614572358,0.178280347051439,1.30712317148917,-3.61424634297834,1.51130810677657,0.838567044234112,0.591630129425193,1.10293823620177,-2.10293823620177,1.10293823620177,0.925549926817566,1,0.877596261164879,-1,0.654812190305217,0.977372695075496,1,0.654812190305217,-0.345187809694783,0.288695672965946,0.980903187267628,0.633883482660729,0.471753931635581,-0.0564921367288372,0.117987751721056,0.942341976552152,0.292467640170949,0.353831871664073,0.0614956149922186,0.062173416279667,0.874142209808719,0.125024633846782,0.280917257817971,0.123669031271886,0.043065322167017,0.794203634064823,0.0485922573961823,0.233346870687781,0.166734353438903,0.712977776517509,1.57591653993346,0.233346870687781,1.77705565499289,0.043065322167017,1.34256966924568,1.73399033282587,208
"2","0022f953",3.5,3.44211616631147,-18.2105808315573,3.71672201005171,0.750959241558661,-0.37302921870122,3.37346470537641,-14.4938588215056,3.7471474758054,0.752114494683365,-0.494731081715971,3.24890378190008,-10.7467113457002,3.82324916982276,0.757148275406959,-0.723036163768063,2.96173108793873,-6.92346217587747,3.80002192276855,0.775217417513508,-0.676581669659625,2.12344025310892,-3.12344025310892,2.12344025310892,0.859816596808575,1,1.23286747136896,-1,0.819693063720492,0.976291400779636,1,0.819693063720492,-0.180306936279508,0.282005989126577,0.929240214388858,0.462312925406085,0.550849526423535,0.10169905284707,0.193269114755465,0.845936925123148,0.28483917666386,0.431656055867511,0.294968167602534,0.189152543851515,0.784334540316494,0.27248946395201,0.371030177863512,0.484120711454049,0.185549470722142,0.733044257436092,0.258077171434519,0.333934036435238,0.669670182176191,0.687650679602472,3.44211616631147,0.333934036435238,3.82324916982276,0.185549470722142,3.10818212987623,3.63769969910062,284
"3","0042269b",6,1.58088200327703,-8.90441001638516,1.71307749401701,0.936404915028419,0.339022546300125,1.54783313059204,-7.19133252236815,1.66680309731133,0.940640828223314,0.524120133122853,1.50817647501894,-5.52452942505683,1.59551509597851,0.948450460665349,0.737984137121307,1.46450716453916,-3.92901432907832,1.50703772453632,0.962363317033975,0.914938880005683,1.421976604542,-2.421976604542,1.421976604542,0.981482126538534,1,1.34500714215027,-1,0.91142795392166,0.995013100460334,1,0.91142795392166,-0.0885720460783403,0.160568383584669,0.983091038889995,0.249140429663009,0.535998168753164,0.0719963375063282,0.0433253868744101,0.918438415756216,0.0146544362424921,0.371773908126913,0.115321724380738,0.0279484928035392,0.858795979468507,-0.0314762459701208,0.285817554296069,0.143270217184277,0.0216416872788603,0.813505807504998,-0.0567034680688363,0.232982380892628,0.164911904463138,0.775807179706868,1.58088200327703,0.232982380892628,1.71307749401701,0.0216416872788603,1.3478996223844,1.69143580673815,295
"4","0059420b",2,0.794058811160204,-4.97029405580102,0.853103185288685,0.793867476920245,0.704778129357594,0.779297717628083,-4.11719087051233,0.821168011886275,0.806016342683859,0.832518822967234,0.765340952875353,-3.29602285862606,0.792546698800245,0.823297294071881,0.918382762225322,0.751738079912906,-2.50347615982581,0.764496532134378,0.848268803343059,0.974483095557057,0.738979627691435,-1.73897962769143,0.738979627691435,0.889273008416521,1,0.7586571525545,-1,0.764212123143407,0.955787640532887,1,0.764212123143407,-0.235787876856593,0.305173605448584,0.917103289486785,0.540961482305177,0.534692864295996,0.0693857285919912,0.0648576009176134,0.668132927028635,0.0603294732432356,0.378081109836535,0.134243329509605,0.0412249889327334,0.479806777286127,-0.0105683627114044,0.293867079610585,0.175468318442338,0.0390221947547085,0.358899422821978,-0.0193795394235041,0.242898102639409,0.214490513197046,0.278586654503815,0.794058811160204,0.242898102639409,0.853103185288685,0.0390221947547085,0.551160708520794,0.814080990533976,165
"5","0075873a",4,4.77276498511367,-24.8638249255684,4.96673643789906,0.772676994522731,0.0301427360730457,4.72427212191732,-19.8970884876693,4.99983983978639,0.772297506802215,-0.102270871476264,4.63241621596097,-14.8972486478829,5.09895006906179,0.771740722454447,-0.39960155930248,4.39914928941055,-9.79829857882111,5.3348605044999,0.770856344292397,-0.871422430178688,3.46343807432121,-4.46343807432121,3.46343807432121,0.77895013165758,1,1.32157790858388,-1,0.692998401712217,0.972719323453767,1,0.692998401712217,-0.307001598287783,0.18580517321101,0.98330763003697,0.492806771498793,0.439401787461614,-0.121196425076773,0.0478399641884331,0.968670455591494,0.216876353453639,0.308881179703887,-0.0733564608883397,-0.000348196775678322,0.897285550168402,0.0723118705613047,0.231573835583995,-0.073704657664018,-0.019331996648588,0.761487138295248,-0.0036233289303339,0.181392669137479,-0.093036654312606,0.60107720021768,4.77276498511367,0.181392669137479,5.3348605044999,-0.019331996648588,4.59137231597619,5.35419250114849,220
"6","0081af50",2,0.977170106517053,-5.88585053258526,1.12964106788411,0.887259311130405,0.237645193164718,0.939052366175289,-4.75620946470116,1.07574240488531,0.900148105141345,0.453239845159911,0.893489019938615,-3.68046705981584,0.991290384213913,0.916200087501018,0.706595907174104,0.844588337800965,-2.68917667560193,0.889601738192916,0.93285688781428,0.909973199216099,0.799574937409015,-1.79957493740901,0.799574937409015,0.944607491058724,1,0.718962456829027,-1,-0.174038093853078,0.846240213658633,1,-0.174038093853078,-1.17403809385308,-2.01337659552261,0.0147793661953557,-0.839338501669532,-1.09370734468784,-3.18741468937569,-2.00580587914533,0.203366368564637,-0.824197068914974,-1.39774018950701,-5.19322056852102,-1.91895094746929,0.262102195057048,-0.563632273886861,-1.52804287899758,-7.11217151599031,-1.88202507945018,0.28799020704703,-0.41592880181041,-1.5988393190881,-8.9941965954405,0.302703388028472,0.977170106517053,-1.5988393190881,1.12964106788411,-2.01337659552261,2.57600942560515,3.14301766340672,220
"7","0093f095",4.5,0.936382095871877,-5.68191047935938,0.85561907194729,0.684517775327305,1.40381511962293,0.956572851853023,-4.82629140741209,0.856501266383848,0.712853015351701,1.4002863418767,0.989930047009415,-3.96979014102825,0.882124102169551,0.75681399387096,1.32341783451959,1.04383301942935,-3.08766603885869,0.952789719521604,0.819135891133742,1.18208659981549,1.13487631933709,-2.13487631933709,1.13487631933709,0.894428902688451,1,1.24183483834783,-1,0.895309985938939,0.958547834295928,1,0.895309985938939,-0.104690014061061,0.144071805544094,0.910867541884027,0.248761819605155,0.519690895741516,0.0393817914830328,-0.0110479555766363,0.736466802294778,-0.0614777026363054,0.342777945302132,0.0283338359063965,-0.0281124833173878,0.542650007937909,-0.11267128585856,0.250055338147252,0.000221352589008683,-0.0273292329620614,0.383516969927281,-0.109538284437254,0.194578423925389,-0.0271078803730527,0.270155244526666,1.24183483834783,0.194578423925389,1.13487631933709,-0.0281124833173878,1.04725641442244,1.16298880265448,195
"8","009e23ab",4,0.810027112852977,-5.05013556426488,0.854357668815044,0.950434486987319,0.77834722018966,0.79894447386246,-4.19577789544984,0.824865608315413,0.953727449986295,0.896315462188188,0.790304095711475,-3.37091228713443,0.790401775692668,0.959441499523395,0.99970696005642,0.790255255720879,-2.58051051144176,0.777040022101844,0.968794744680234,1.02643046723807,0.803470489339913,-1.80347048933991,0.803470489339913,0.980367781082336,1,0.796628745914139,-1,0.678699325984295,0.983051797906448,1,0.678699325984295,-0.321300674015705,0.343639073610151,0.956929605293575,0.664939747625856,0.511169199797223,0.0223383995944462,0.175452787665165,0.878311225592852,0.328567175735883,0.399263729086537,0.197791187259611,0.136474809403952,0.767988625968081,0.211633240952246,0.333566499165891,0.334265996663563,0.127482847688124,0.671926441590468,0.175665394088933,0.292349768870337,0.461748844351687,0.601203749528008,0.810027112852977,0.292349768870337,0.854357668815044,0.127482847688124,0.517677343982639,0.72687482112692,260
"9","00e048f1",3.5,1.27497131973302,-7.37485659866509,1.38504582221492,0.735146701639747,0.449627487590502,1.24745269411254,-5.98981077645017,1.37625358190394,0.752600388273568,0.484796448834417,1.20451906484874,-4.61355719454624,1.345323025243,0.782847067347368,0.577588118817232,1.13411708465162,-3.26823416930323,1.24513114285109,0.833520474134326,0.777971883601057,1.02310302645215,-2.02310302645215,1.02310302645215,0.902177099179511,1,0.869539128753097,-1,0.67490060275845,0.952306658479594,1,0.67490060275845,-0.32509939724155,0.267871471558888,0.94916628821977,0.592970868800438,0.471386037158669,-0.0572279256826626,-0.00380050426681322,0.865796281923315,0.0496269171490361,0.312990523350175,-0.0610284299494758,-0.112102246598506,0.682823149325922,-0.275278309846042,0.206717330863005,-0.173130676547982,-0.143513061877027,0.446887076521326,-0.400921570960126,0.136671252314998,-0.316643738425009,0.244476323557554,1.27497131973302,0.136671252314998,1.38504582221492,-0.143513061877027,1.13830006741802,1.52855888409195,187
"10","00e1f05a",4.5,1.2090145975067,-7.04507298753348,1.35598543336719,0.975463489407246,0.265145820697556,1.17227188854157,-5.6890875541663,1.31695332917435,0.977788218522536,0.421274237468901,1.12404474166398,-4.37213422499195,1.24617138897715,0.980711610634338,0.633620058060484,1.0629814180074,-3.12596283601479,1.13860517604773,0.98415209631177,0.848752483919341,0.987357659967067,-1.98735765996707,0.987357659967067,0.988182545678078,1,0.884500858012522,-1,0.737161518281718,0.993090343479737,1,0.737161518281718,-0.262838481718282,0.440131892708614,0.995899805589266,0.702970374426896,0.588646705495166,0.177293410990332,0.287021375885975,0.979248639317504,0.396749340781619,0.488104928958769,0.464314786876308,0.241763129659802,0.939237684961021,0.260974602103099,0.426519479134027,0.70607791653611,0.228284248253417,0.892813853587416,0.207059076477559,0.386872432957905,0.934362164789527,0.850400904047874,1.2090145975067,0.386872432957905,1.35598543336719,0.228284248253417,0.822142164548791,1.12770118511377,545
